"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"14-10-2020";"27-10-2020";565;738,2;2;2,6;3;3,9
"Lelystad";995;"Lelystad";78598;"14-10-2020";"27-10-2020";397;505,1;4;5,1;2;2,5
"Leudal";1640;"Leudal";35879;"14-10-2020";"27-10-2020";150;418,1;0;0;1;2,8
"Leusden";327;"Leusden";30401;"14-10-2020";"27-10-2020";207;680,9;1;3,3;2;6,6
"Lingewaard";1705;"Lingewaard";46601;"14-10-2020";"27-10-2020";336;721;2;4,3;1;2,1
"Lisse";553;"Lisse";22955;"14-10-2020";"27-10-2020";202;880;2;8,7;2;8,7
"Lochem";262;"Lochem";33729;"14-10-2020";"27-10-2020";155;459,5;2;5,9;0;0
"Loon op Zand";809;"Loon op Zand";23408;"14-10-2020";"27-10-2020";189;807,4;1;4,3;7;29,9
"Lopik";331;"Lopik";14467;"14-10-2020";"27-10-2020";105;725,8;3;20,7;0;0
"Loppersum";24;"Loppersum";9537;"14-10-2020";"27-10-2020";22;230,7;0;0;0;0
"Losser";168;"Losser";22683;"14-10-2020";"27-10-2020";204;899,4;0;0;1;4,4
"Maasdriel";263;"Maasdriel";25030;"14-10-2020";"27-10-2020";170;679,2;3;12;2;8
"Maasgouw";1641;"Maasgouw";23965;"14-10-2020";"27-10-2020";80;333,8;0;0;0;0
"Maassluis";556;"Maassluis";33213;"14-10-2020";"27-10-2020";355;1068,9;7;21,1;5;15,1
"Maastricht";935;"Maastricht";121575;"14-10-2020";"27-10-2020";532;437,6;5;4,1;0;0
"Medemblik";420;"Medemblik";45101;"14-10-2020";"27-10-2020";273;605,3;2;4,4;0;0
"Meerssen";938;"Meerssen";18828;"14-10-2020";"27-10-2020";44;233,7;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"14-10-2020";"27-10-2020";553;681,1;5;6,2;5;6,2
"Meppel";119;"Meppel";33920;"14-10-2020";"27-10-2020";123;362,6;0;0;0;0
"Middelburg";687;"Middelburg";48822;"14-10-2020";"27-10-2020";89;182,3;3;6,1;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"14-10-2020";"27-10-2020";189;977,2;2;10,3;2;10,3
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"14-10-2020";"27-10-2020";185;557,5;0;0;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"14-10-2020";"27-10-2020";176;289,5;2;3,3;1;1,6
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"14-10-2020";"27-10-2020";92;841;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"14-10-2020";"27-10-2020";333;896,9;2;5,4;2;5,4
"Molenlanden";1978;"Molenlanden";43909;"14-10-2020";"27-10-2020";394;897,3;1;2,3;2;4,6
"Montferland";1955;"Montferland";36011;"14-10-2020";"27-10-2020";223;619,3;3;8,3;0;0
"Montfoort";335;"Montfoort";13917;"14-10-2020";"27-10-2020";88;632,3;1;7,2;1;7,2
"Mook en Middelaar";944;"Mook en Middelaar";7847;"14-10-2020";"27-10-2020";61;777,4;1;12,7;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"14-10-2020";"27-10-2020";186;764,2;2;8,2;0;0
"Nederweert";946;"Nederweert";17019;"14-10-2020";"27-10-2020";134;787,4;2;11,8;0;0
"Nieuwegein";356;"Nieuwegein";63462;"14-10-2020";"27-10-2020";473;745,3;5;7,9;1;1,6
"Nieuwkoop";569;"Nieuwkoop";28811;"14-10-2020";"27-10-2020";218;756,7;3;10,4;0;0
"Nijkerk";267;"Nijkerk";43171;"14-10-2020";"27-10-2020";269;623,1;1;2,3;1;2,3
"Nijmegen";268;"Nijmegen";177659;"14-10-2020";"27-10-2020";1047;589,3;18;10,1;6;3,4
"Nissewaard";1930;"Nissewaard";85219;"14-10-2020";"27-10-2020";896;1051,4;8;9,4;4;4,7
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"14-10-2020";"27-10-2020";107;236,6;0;0;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"14-10-2020";"27-10-2020";22;297,6;0;0;1;13,5
"Noordenveld";1699;"Noordenveld";31253;"14-10-2020";"27-10-2020";62;198,4;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"14-10-2020";"27-10-2020";141;298,2;3;6,3;1;2,1
"Noordwijk";575;"Noordwijk";43508;"14-10-2020";"27-10-2020";378;868,8;9;20,7;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"14-10-2020";"27-10-2020";141;603;1;4,3;1;4,3
"Nunspeet";302;"Nunspeet";27851;"14-10-2020";"27-10-2020";101;362,6;4;14,4;1;3,6
"Oegstgeest";579;"Oegstgeest";24840;"14-10-2020";"27-10-2020";191;768,9;3;12,1;0;0
"Oirschot";823;"Oirschot";18714;"14-10-2020";"27-10-2020";134;716;1;5,3;1;5,3
"Oisterwijk";824;"Oisterwijk";26245;"14-10-2020";"27-10-2020";191;727,8;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"14-10-2020";"27-10-2020";78;204,1;0;0;0;0
"Oldebroek";269;"Oldebroek";23646;"14-10-2020";"27-10-2020";66;279,1;0;0;1;4,2
"Oldenzaal";173;"Oldenzaal";31836;"14-10-2020";"27-10-2020";340;1068;0;0;10;31,4
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"14-10-2020";"27-10-2020";77;421,9;0;0;0;0
"Ommen";175;"Ommen";18009;"14-10-2020";"27-10-2020";58;322,1;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"14-10-2020";"27-10-2020";235;793,2;2;6,8;3;10,1
"Oosterhout";826;"Oosterhout";55982;"14-10-2020";"27-10-2020";440;786;0;0;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"14-10-2020";"27-10-2020";88;345,5;1;3,9;0;0
"Oostzaan";431;"Oostzaan";9735;"14-10-2020";"27-10-2020";101;1037,5;0;0;0;0
"Opmeer";432;"Opmeer";11836;"14-10-2020";"27-10-2020";72;608,3;0;0;1;8,4
"Opsterland";86;"Opsterland";29733;"14-10-2020";"27-10-2020";73;245,5;0;0;0;0
"Oss";828;"Oss";91915;"14-10-2020";"27-10-2020";834;907,4;5;5,4;6;6,5
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"14-10-2020";"27-10-2020";156;396,1;1;2,5;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"14-10-2020";"27-10-2020";114;812,8;1;7,1;0;0
"Oudewater";589;"Oudewater";10230;"14-10-2020";"27-10-2020";68;664,7;4;39,1;1;9,8
"Overbetuwe";1734;"Overbetuwe";47906;"14-10-2020";"27-10-2020";217;453;3;6,3;2;4,2
"Papendrecht";590;"Papendrecht";32136;"14-10-2020";"27-10-2020";336;1045,6;0;0;2;6,2
"Peel en Maas";1894;"Peel en Maas";43425;"14-10-2020";"27-10-2020";296;681,6;1;2,3;0;0
"Pekela";765;"Pekela";12196;"14-10-2020";"27-10-2020";33;270,6;1;8,2;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"14-10-2020";"27-10-2020";506;914,9;2;3,6;0;0
"Purmerend";439;"Purmerend";81249;"14-10-2020";"27-10-2020";562;691,7;9;11,1;3;3,7
"Putten";273;"Putten";24112;"14-10-2020";"27-10-2020";107;443,8;1;4,1;0;0
"Raalte";177;"Raalte";37712;"14-10-2020";"27-10-2020";203;538,3;0;0;1;2,7
"Reimerswaal";703;"Reimerswaal";22730;"14-10-2020";"27-10-2020";76;334,4;0;0;0;0
"Renkum";274;"Renkum";31419;"14-10-2020";"27-10-2020";146;464,7;3;9,5;2;6,4
"Renswoude";339;"Renswoude";5444;"14-10-2020";"27-10-2020";36;661,3;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"14-10-2020";"27-10-2020";157;1197,4;1;7,6;1;7,6
"Rheden";275;"Rheden";43761;"14-10-2020";"27-10-2020";212;484,4;1;2,3;2;4,6
"Rhenen";340;"Rhenen";20119;"14-10-2020";"27-10-2020";182;904,6;1;5;0;0
