"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Loon op Zand";809;"Loon op Zand";23408;"22-07-2020";"04-08-2020";4;17,1;1;4,3;0;0
"Lopik";331;"Lopik";14467;"22-07-2020";"04-08-2020";6;41,5;0;0;0;0
"Loppersum";24;"Loppersum";9537;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Losser";168;"Losser";22683;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Maasdriel";263;"Maasdriel";25030;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Maasgouw";1641;"Maasgouw";23965;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Maassluis";556;"Maassluis";33213;"22-07-2020";"04-08-2020";16;48,2;0;0;0;0
"Maastricht";935;"Maastricht";121575;"22-07-2020";"04-08-2020";10;8,2;0;0;0;0
"Medemblik";420;"Medemblik";45101;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Meerssen";938;"Meerssen";18828;"22-07-2020";"04-08-2020";2;10,6;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"22-07-2020";"04-08-2020";3;3,7;0;0;0;0
"Meppel";119;"Meppel";33920;"22-07-2020";"04-08-2020";3;8,8;0;0;0;0
"Middelburg";687;"Middelburg";48822;"22-07-2020";"04-08-2020";20;41;0;0;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"22-07-2020";"04-08-2020";4;20,7;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"22-07-2020";"04-08-2020";1;3;0;0;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"22-07-2020";"04-08-2020";2;3,3;0;0;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"22-07-2020";"04-08-2020";4;10,8;0;0;0;0
"Molenlanden";1978;"Molenlanden";43909;"22-07-2020";"04-08-2020";3;6,8;0;0;0;0
"Montferland";1955;"Montferland";36011;"22-07-2020";"04-08-2020";2;5,6;0;0;0;0
"Montfoort";335;"Montfoort";13917;"22-07-2020";"04-08-2020";3;21,6;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"22-07-2020";"04-08-2020";1;4,1;0;0;0;0
"Nederweert";946;"Nederweert";17019;"22-07-2020";"04-08-2020";1;5,9;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63462;"22-07-2020";"04-08-2020";23;36,2;0;0;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"22-07-2020";"04-08-2020";4;13,9;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"22-07-2020";"04-08-2020";3;6,9;0;0;0;0
